id,league_id,season,stage,date,match_api_id,home_team_api_id,away_team_api_id,home_team_goal,away_team_goal,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,LBH,LBD,LBA,WHH,WHD,WHA,VCH,VCD,VCA,begin_season,finish_season,match_year,country_name,league_name,home_team_name,away_team_name,winning_team
546,1,2010/2011,12,2010-10-23,838605,8203,9993,5,1,2.0,3.3,3.75,1.9,3.3,3.65,2.0,3.2,3.2,1.91,3.25,3.4,1.91,3.3,3.75,2.0,3.4,3.75,2010,2011,2010,Belgium,Belgium Jupiler League,KV Mechelen,Beerschot AC,Home
907,1,2011/2012,26,2012-02-18,1032899,8203,9993,2,1,1.83,3.5,4.33,1.88,3.5,3.8,1.85,3.3,3.6,1.83,3.3,3.6,1.91,3.3,3.75,1.85,3.4,4.2,2011,2012,2012,Belgium,Belgium Jupiler League,KV Mechelen,Beerschot AC,Home
1210,1,2012/2013,6,2012-09-01,1224028,8203,9993,0,2,1.8,3.6,4.33,1.83,3.5,3.7,1.8,3.3,3.8,1.8,3.4,4.0,1.75,3.75,4.0,1.8,3.7,4.2,2012,2013,2012,Belgium,Belgium Jupiler League,KV Mechelen,Beerschot AC,Away
126,1,2008/2009,21,2009-02-07,492997,9999,9993,2,2,3.1,3.2,2.15,3.0,3.3,2.1,3.1,3.2,2.0,3.2,3.2,2.0,3.0,3.2,2.1,3.25,3.25,2.0,2008,2009,2009,Belgium,Belgium Jupiler League,KSV Roeselare,Beerschot AC,Draw
313,1,2009/2010,1,2009-08-01,665325,9999,9993,1,1,2.9,3.3,2.25,2.55,3.3,2.45,2.3,3.1,2.6,2.6,3.2,2.37,2.5,3.25,2.4,2.55,3.25,2.5,2009,2010,2009,Belgium,Belgium Jupiler League,KSV Roeselare,Beerschot AC,Draw
252,1,2008/2009,34,2009-05-16,493114,4049,9993,1,0,3.75,3.25,1.95,3.1,3.3,2.1,2.75,3.2,2.2,3.5,3.2,1.91,3.0,3.2,2.1,3.0,3.3,2.15,2008,2009,2009,Belgium,Belgium Jupiler League,Tubize,Beerschot AC,Home
207,1,2008/2009,3,2008-08-30,492499,10001,9993,1,0,2.25,3.3,2.8,2.4,3.2,2.6,2.3,3.0,2.7,2.2,3.2,2.8,2.15,3.2,2.9,2.2,3.2,3.0,2008,2009,2008,Belgium,Belgium Jupiler League,KVC Westerlo,Beerschot AC,Home
432,1,2009/2010,25,2010-02-06,665710,10001,9993,1,1,2.3,3.4,3.0,2.4,3.1,2.75,2.3,3.1,2.6,2.38,3.2,2.6,2.3,3.25,2.8,2.3,3.2,2.88,2009,2010,2010,Belgium,Belgium Jupiler League,KVC Westerlo,Beerschot AC,Draw
603,1,2010/2011,19,2010-12-11,838716,10001,9993,1,1,1.91,3.4,4.0,1.8,3.3,4.1,1.8,3.3,3.7,1.8,3.3,3.75,1.83,3.4,4.0,1.95,3.4,4.0,2010,2011,2010,Belgium,Belgium Jupiler League,KVC Westerlo,Beerschot AC,Draw
835,1,2011/2012,18,2011-12-17,1032834,10001,9993,3,1,3.2,3.25,2.25,2.95,3.4,2.25,2.7,3.2,2.3,2.75,3.2,2.25,2.88,3.2,2.3,3.2,3.3,2.25,2011,2012,2011,Belgium,Belgium Jupiler League,KVC Westerlo,Beerschot AC,Home
46,1,2008/2009,14,2008-11-30,492649,8342,9993,3,0,1.44,4.2,6.0,1.32,4.5,8.25,1.3,4.2,8.0,1.33,4.33,7.0,1.33,4.2,7.5,1.4,4.0,7.0,2008,2009,2008,Belgium,Belgium Jupiler League,Club Brugge KV,Beerschot AC,Home
349,1,2009/2010,15,2009-11-21,665568,8342,9993,1,2,1.5,4.2,6.25,1.55,3.5,5.8,1.5,3.7,5.0,1.53,3.5,5.5,1.57,3.6,5.5,1.53,3.6,6.0,2009,2010,2009,Belgium,Belgium Jupiler League,Club Brugge KV,Beerschot AC,Away
885,1,2011/2012,24,2012-02-05,1032876,8342,9993,5,1,1.4,4.33,8.5,1.42,4.2,7.25,1.4,3.9,6.0,1.4,4.0,6.5,1.4,4.0,8.0,1.4,4.5,8.0,2011,2012,2012,Belgium,Belgium Jupiler League,Club Brugge KV,Beerschot AC,Home
1189,1,2012/2013,4,2012-08-18,1224007,8342,9993,3,1,1.36,4.75,8.5,1.4,4.2,6.75,1.4,4.0,6.5,1.36,4.33,7.5,1.36,4.33,7.5,1.36,4.8,9.0,2012,2013,2012,Belgium,Belgium Jupiler League,Club Brugge KV,Beerschot AC,Home
189,1,2008/2009,28,2009-04-05,493060,9985,9993,3,1,1.36,4.33,7.5,1.45,3.95,6.0,1.35,4.0,7.0,1.36,4.0,7.0,1.33,4.0,8.0,1.4,3.6,8.0,2008,2009,2009,Belgium,Belgium Jupiler League,Standard de Liège,Beerschot AC,Home
363,1,2009/2010,17,2009-12-05,665598,9985,9993,2,2,1.95,3.3,4.0,1.85,3.25,3.95,1.65,3.4,4.2,1.72,3.2,4.33,1.7,3.2,4.5,1.85,3.3,3.75,2009,2010,2009,Belgium,Belgium Jupiler League,Standard de Liège,Beerschot AC,Draw
702,1,2010/2011,30,2011-03-20,838869,9985,9993,1,0,1.3,4.5,10.0,1.3,4.75,8.25,1.2,5.0,10.0,1.25,5.0,8.0,1.29,4.8,10.0,1.33,4.6,10.0,2010,2011,2011,Belgium,Belgium Jupiler League,Standard de Liège,Beerschot AC,Home
854,1,2011/2012,20,2012-01-14,1032845,9985,9993,6,1,1.44,4.2,7.5,1.45,4.0,7.25,1.45,3.8,5.4,1.4,3.75,7.0,1.4,4.0,8.0,1.44,4.2,8.0,2011,2012,2012,Belgium,Belgium Jupiler League,Standard de Liège,Beerschot AC,Home
1111,1,2012/2013,22,2012-12-27,1224153,9985,9993,3,0,1.25,5.5,12.0,1.25,5.0,10.0,1.3,4.4,8.5,1.22,5.0,9.0,1.29,5.0,9.0,1.25,5.75,12.0,2012,2013,2012,Belgium,Belgium Jupiler League,Standard de Liège,Beerschot AC,Home
216,1,2008/2009,30,2009-04-18,493078,9994,9993,1,0,2.38,3.25,3.0,2.15,3.15,3.05,2.2,3.2,2.75,2.25,3.0,2.87,2.25,3.2,2.75,2.35,3.25,2.65,2008,2009,2009,Belgium,Belgium Jupiler League,Sporting Lokeren,Beerschot AC,Home
401,1,2009/2010,21,2009-12-30,665657,9994,9993,2,0,2.9,3.25,2.4,2.85,3.15,2.3,3.0,3.1,2.1,3.2,3.2,2.0,3.0,3.25,2.2,2.88,3.0,2.38,2009,2010,2009,Belgium,Belgium Jupiler League,Sporting Lokeren,Beerschot AC,Home
529,1,2010/2011,10,2010-10-02,838585,9994,9993,1,0,2.25,3.25,3.2,2.0,3.3,3.35,2.1,3.2,2.9,2.0,3.2,3.2,2.1,3.3,3.2,2.2,3.4,3.3,2010,2011,2010,Belgium,Belgium Jupiler League,Sporting Lokeren,Beerschot AC,Home
801,1,2011/2012,14,2011-11-19,1032800,9994,9993,1,1,1.91,3.6,3.8,1.95,3.5,3.5,1.9,3.3,3.5,1.91,3.25,3.4,1.85,3.4,3.8,1.91,3.6,4.0,2011,2012,2011,Belgium,Belgium Jupiler League,Sporting Lokeren,Beerschot AC,Draw
1057,1,2012/2013,16,2012-11-18,1224107,9994,9993,1,0,1.62,4.0,5.0,1.57,3.8,5.0,1.6,3.6,4.8,1.57,3.75,5.0,1.62,3.75,4.8,1.65,4.1,5.4,2012,2013,2012,Belgium,Belgium Jupiler League,Sporting Lokeren,Beerschot AC,Home
234,1,2008/2009,32,2009-05-02,493096,9996,9993,3,1,2.6,3.25,2.5,2.55,3.2,2.5,2.4,3.2,2.4,2.37,3.2,2.6,2.4,3.1,2.6,2.6,3.2,2.4,2008,2009,2009,Belgium,Belgium Jupiler League,Royal Excel Mouscron,Beerschot AC,Home
180,1,2008/2009,27,2009-03-21,493051,8635,9993,2,0,1.4,4.0,7.0,1.4,3.8,7.3,1.45,3.8,5.4,1.44,3.6,6.5,1.4,3.75,7.0,1.45,3.6,7.5,2008,2009,2009,Belgium,Belgium Jupiler League,RSC Anderlecht,Beerschot AC,Home
510,1,2009/2010,9,2009-09-27,665396,8635,9993,1,0,1.29,4.5,10.0,1.25,5.0,10.0,1.4,3.9,6.0,1.28,4.5,8.0,1.33,4.5,8.5,1.25,4.5,10.0,2009,2010,2009,Belgium,Belgium Jupiler League,RSC Anderlecht,Beerschot AC,Home
693,1,2010/2011,3,2010-08-14,838491,8635,9993,4,0,1.33,5.0,9.0,1.28,4.75,9.0,1.3,4.2,8.0,1.25,4.75,9.0,1.25,5.0,11.0,1.29,4.6,8.5,2010,2011,2010,Belgium,Belgium Jupiler League,RSC Anderlecht,Beerschot AC,Home
982,1,2011/2012,8,2011-09-25,1032749,8635,9993,3,2,1.33,5.0,8.5,1.3,5.0,9.0,1.25,4.6,9.0,1.33,4.0,8.0,1.33,4.8,7.5,1.3,5.4,9.5,2011,2012,2011,Belgium,Belgium Jupiler League,RSC Anderlecht,Beerschot AC,Home
1085,1,2012/2013,2,2012-08-04,1223991,8635,9993,1,0,1.25,5.5,12.0,1.25,5.0,10.0,1.22,5.0,10.0,1.22,5.5,10.0,1.25,5.5,9.5,1.25,5.75,12.0,2012,2013,2012,Belgium,Belgium Jupiler League,RSC Anderlecht,Beerschot AC,Home
162,1,2008/2009,25,2009-03-07,493033,9986,9993,0,0,2.5,3.25,2.8,2.4,3.2,2.6,2.3,3.1,2.6,2.38,3.2,2.6,2.25,3.2,2.75,2.4,3.25,2.65,2008,2009,2009,Belgium,Belgium Jupiler League,Sporting Charleroi,Beerschot AC,Draw
463,1,2009/2010,3,2009-08-16,665336,9986,9993,1,0,2.5,3.3,2.75,2.35,3.2,2.75,2.3,3.2,2.5,2.2,3.2,2.8,2.15,3.2,2.9,2.4,3.25,2.6,2009,2010,2009,Belgium,Belgium Jupiler League,Sporting Charleroi,Beerschot AC,Home
624,1,2010/2011,21,2011-02-02,838736,9986,9993,2,0,2.75,3.2,2.38,2.9,3.1,2.3,2.5,3.2,2.4,2.5,3.2,2.5,2.5,3.3,2.55,3.0,3.25,2.4,2010,2011,2011,Belgium,Belgium Jupiler League,Sporting Charleroi,Beerschot AC,Home
1095,1,2012/2013,20,2012-12-15,1224137,9986,9993,1,0,2.38,3.4,2.88,2.3,3.2,2.85,2.4,3.1,2.7,2.4,3.2,2.75,2.5,3.25,2.6,2.45,3.4,2.9,2012,2013,2012,Belgium,Belgium Jupiler League,Sporting Charleroi,Beerschot AC,Home
286,1,2008/2009,7,2008-10-04,492542,8571,9993,0,0,2.62,3.25,2.62,2.4,3.2,2.7,2.3,3.1,2.6,2.4,3.25,2.5,2.4,3.25,2.5,2.4,3.2,2.65,2008,2009,2008,Belgium,Belgium Jupiler League,KV Kortrijk,Beerschot AC,Draw
416,1,2009/2010,23,2010-01-23,665680,8571,9993,3,0,2.6,3.25,2.5,2.45,3.15,2.65,2.3,3.2,2.5,2.38,3.2,2.6,2.5,3.1,2.7,2.5,3.0,2.75,2009,2010,2010,Belgium,Belgium Jupiler League,KV Kortrijk,Beerschot AC,Home
560,1,2010/2011,14,2010-11-06,838640,8571,9993,4,0,1.91,3.4,4.0,1.85,3.3,3.9,1.85,3.3,3.6,1.8,3.3,3.75,1.8,3.5,4.0,1.95,3.4,4.0,2010,2011,2010,Belgium,Belgium Jupiler League,KV Kortrijk,Beerschot AC,Home
946,1,2011/2012,30,2012-03-21,1032930,8571,9993,2,0,1.91,3.4,3.6,1.95,3.5,3.6,1.8,3.3,3.8,1.8,3.4,3.6,1.95,3.4,3.5,1.91,3.5,3.9,2011,2012,2012,Belgium,Belgium Jupiler League,KV Kortrijk,Beerschot AC,Home
1121,1,2012/2013,23,2013-01-19,1224163,8571,9993,4,0,1.75,3.5,4.75,1.7,3.4,4.6,1.7,3.4,4.3,1.7,3.2,4.5,1.75,3.5,4.33,1.73,3.6,5.0,2012,2013,2013,Belgium,Belgium Jupiler League,KV Kortrijk,Beerschot AC,Home
456,1,2009/2010,29,2010-03-14,665746,9997,9993,2,0,2.2,3.25,3.3,2.1,3.25,3.15,2.2,3.1,2.8,1.9,3.2,3.5,2.1,3.25,3.2,2.1,3.2,3.25,2009,2010,2010,Belgium,Belgium Jupiler League,Sint-Truidense VV,Beerschot AC,Home
679,1,2010/2011,28,2011-03-05,838832,9997,9993,1,0,2.3,3.2,3.1,2.15,3.2,3.1,2.0,3.1,3.2,2.2,3.25,2.75,2.1,3.2,3.25,2.4,3.1,3.12,2010,2011,2011,Belgium,Belgium Jupiler League,Sint-Truidense VV,Beerschot AC,Home
767,1,2011/2012,10,2011-10-15,1032766,9997,9993,2,4,2.63,3.5,2.5,2.7,3.3,2.45,2.45,3.3,2.45,2.6,3.2,2.38,2.6,3.3,2.5,2.62,3.4,2.6,2011,2012,2011,Belgium,Belgium Jupiler League,Sint-Truidense VV,Beerschot AC,Away
668,1,2010/2011,26,2011-02-12,838814,9989,9993,2,2,2.25,3.25,3.2,2.3,3.15,2.85,2.2,3.1,2.8,2.2,3.25,2.75,2.15,3.25,3.2,2.25,3.25,3.2,2010,2011,2011,Belgium,Belgium Jupiler League,Lierse SK,Beerschot AC,Draw
953,1,2011/2012,4,2011-08-19,1032720,9989,9993,1,1,2.2,3.3,3.3,2.25,3.3,3.0,2.2,3.2,2.9,2.25,3.25,2.7,2.25,3.2,3.0,2.2,3.3,3.3,2011,2012,2011,Belgium,Belgium Jupiler League,Lierse SK,Beerschot AC,Draw
1050,1,2012/2013,15,2012-11-10,1224100,9989,9993,1,3,2.3,3.3,3.1,2.25,3.2,2.9,2.1,3.2,3.1,2.25,3.2,2.88,2.25,3.2,3.0,2.3,3.5,3.1,2012,2013,2012,Belgium,Belgium Jupiler League,Lierse SK,Beerschot AC,Away
738,1,2010/2011,7,2010-09-18,838547,6351,9993,0,1,3.0,3.4,2.3,2.85,3.2,2.3,2.65,3.1,2.3,2.6,3.2,2.38,2.7,3.25,2.4,2.88,3.3,2.4,2010,2011,2010,Belgium,Belgium Jupiler League,KAS Eupen,Beerschot AC,Away
785,1,2011/2012,12,2011-10-29,1032784,1773,9993,3,2,2.6,3.4,2.6,2.55,3.2,2.65,2.5,3.2,2.5,2.38,3.3,2.5,2.5,3.2,2.62,2.75,3.4,2.5,2011,2012,2011,Belgium,Belgium Jupiler League,Oud-Heverlee Leuven,Beerschot AC,Home
1152,1,2012/2013,27,2013-02-16,1224194,1773,9993,1,1,2.1,3.5,3.3,2.05,3.3,3.25,1.9,3.3,3.5,2.0,3.3,3.1,2.05,3.4,3.25,2.1,3.6,3.4,2012,2013,2013,Belgium,Belgium Jupiler League,Oud-Heverlee Leuven,Beerschot AC,Draw
1171,1,2012/2013,29,2013-03-09,1224213,8475,9993,3,2,2.15,3.4,3.25,2.2,3.2,3.0,2.1,3.3,3.0,2.1,3.25,3.2,2.1,3.3,3.2,2.2,3.4,3.25,2012,2013,2013,Belgium,Belgium Jupiler League,Waasland-Beveren,Beerschot AC,Home
29,1,2008/2009,12,2008-11-15,492583,9987,9999,1,1,1.25,5.25,10.0,1.23,5.0,10.0,1.3,4.2,8.0,1.25,4.5,10.0,1.25,4.8,9.0,1.25,5.0,9.0,2008,2009,2008,Belgium,Belgium Jupiler League,KRC Genk,KSV Roeselare,Draw
511,1,2009/2010,9,2009-09-26,665397,9987,9999,1,1,1.36,4.2,8.0,1.28,4.75,9.0,1.3,4.2,8.0,1.36,4.0,7.0,1.36,4.33,7.5,1.29,4.5,8.5,2009,2010,2009,Belgium,Belgium Jupiler League,KRC Genk,KSV Roeselare,Draw
169,1,2008/2009,26,2009-03-14,493040,10000,9999,0,0,1.75,3.5,4.75,1.6,3.55,5.05,1.65,3.4,4.2,1.61,3.25,5.0,1.67,3.4,4.33,1.65,3.5,4.5,2008,2009,2009,Belgium,Belgium Jupiler League,SV Zulte-Waregem,KSV Roeselare,Draw
443,1,2009/2010,27,2010-02-20,665731,10000,9999,1,1,1.44,4.2,7.5,1.4,3.9,7.5,1.4,3.9,6.0,1.4,4.0,6.5,1.4,4.3,6.5,1.4,4.33,6.5,2009,2010,2010,Belgium,Belgium Jupiler League,SV Zulte-Waregem,KSV Roeselare,Draw
77,1,2008/2009,17,2008-12-20,492753,9984,9999,4,3,1.4,4.33,8.5,1.4,3.75,8.0,1.45,3.8,5.4,1.36,4.0,7.0,1.44,3.75,6.0,1.45,3.75,6.5,2008,2009,2008,Belgium,Belgium Jupiler League,KSV Cercle Brugge,KSV Roeselare,Home
429,1,2009/2010,25,2010-02-06,665702,9984,9999,2,0,1.65,3.75,5.25,1.7,3.35,4.6,1.6,3.4,4.6,1.62,3.5,4.5,1.61,3.4,5.5,1.67,3.5,4.75,2009,2010,2010,Belgium,Belgium Jupiler League,KSV Cercle Brugge,KSV Roeselare,Home
49,1,2008/2009,14,2008-11-29,492662,9991,9999,4,0,1.29,4.75,9.5,1.3,4.7,8.5,1.4,3.9,6.0,1.33,4.0,8.0,1.36,3.75,8.0,1.3,4.5,8.0,2008,2009,2008,Belgium,Belgium Jupiler League,KAA Gent,KSV Roeselare,Home
494,1,2009/2010,6,2009-09-12,665366,9991,9999,5,1,1.29,5.25,11.0,1.25,5.0,10.0,1.3,4.2,8.0,1.29,4.5,8.0,1.3,4.33,8.0,1.3,4.5,8.5,2009,2010,2009,Belgium,Belgium Jupiler League,KAA Gent,KSV Roeselare,Home
214,1,2008/2009,30,2009-04-19,493076,7947,9999,3,1,2.38,3.3,2.62,2.25,3.3,2.75,2.2,3.0,2.9,2.25,3.2,2.75,2.25,3.2,2.75,2.5,3.25,2.5,2008,2009,2009,Belgium,Belgium Jupiler League,FCV Dender EH,KSV Roeselare,Home
15,1,2008/2009,10,2008-11-01,492569,8203,9999,1,2,1.7,3.3,4.5,1.75,3.45,4.0,1.7,3.2,4.2,1.67,3.3,4.5,1.7,3.4,4.2,1.7,3.4,4.35,2008,2009,2008,Belgium,Belgium Jupiler League,KV Mechelen,KSV Roeselare,Away
501,1,2009/2010,7,2009-09-19,665379,8203,9999,3,2,1.5,3.75,6.0,1.5,3.65,6.1,1.6,3.4,4.6,1.5,3.6,5.5,1.53,3.5,5.5,1.44,3.75,6.5,2009,2010,2009,Belgium,Belgium Jupiler League,KV Mechelen,KSV Roeselare,Home
186,1,2008/2009,28,2009-04-04,493057,4049,9999,0,1,3.1,3.3,2.3,2.65,3.35,2.35,2.5,3.2,2.3,2.62,3.2,2.3,2.62,3.1,2.38,2.75,3.25,2.3,2008,2009,2009,Belgium,Belgium Jupiler League,Tubize,KSV Roeselare,Away
232,1,2008/2009,32,2009-05-02,493094,10001,9999,1,0,1.57,3.6,5.5,1.5,3.75,5.55,1.5,3.7,5.0,1.57,3.5,5.0,1.57,3.3,5.5,1.55,3.5,5.5,2008,2009,2009,Belgium,Belgium Jupiler League,KVC Westerlo,KSV Roeselare,Home
341,1,2009/2010,13,2009-10-31,665545,10001,9999,2,2,1.4,4.33,8.0,1.45,3.75,6.75,1.5,3.7,5.0,1.44,3.6,6.5,1.45,3.9,6.5,1.44,3.8,6.5,2009,2010,2009,Belgium,Belgium Jupiler League,KVC Westerlo,KSV Roeselare,Draw
150,1,2008/2009,24,2009-02-28,493021,8342,9999,2,1,1.36,4.5,6.5,1.3,4.55,9.0,1.3,4.2,8.0,1.25,5.0,8.0,1.3,4.33,8.0,1.25,5.0,9.5,2008,2009,2009,Belgium,Belgium Jupiler League,Club Brugge KV,KSV Roeselare,Home
454,1,2009/2010,29,2010-03-14,665744,8342,9999,1,0,1.3,5.0,10.0,1.25,5.2,9.0,1.3,4.2,8.0,1.2,5.5,9.0,1.25,5.1,10.0,1.3,4.75,9.0,2009,2010,2010,Belgium,Belgium Jupiler League,Club Brugge KV,KSV Roeselare,Home
115,1,2008/2009,20,2009-01-31,492853,9985,9999,3,0,1.2,5.5,11.0,1.2,5.6,10.0,1.17,5.5,11.0,1.2,5.0,11.0,1.12,6.5,12.0,1.15,6.0,12.0,2008,2009,2009,Belgium,Belgium Jupiler League,Standard de Liège,KSV Roeselare,Home
371,1,2009/2010,18,2009-12-12,665616,9985,9999,0,1,1.25,5.5,12.0,1.2,5.6,11.0,1.25,4.5,9.0,1.2,5.0,11.0,1.22,5.0,13.0,1.22,5.5,11.0,2009,2010,2009,Belgium,Belgium Jupiler League,Standard de Liège,KSV Roeselare,Away
132,1,2008/2009,22,2009-02-14,493003,9994,9999,2,1,1.66,3.4,5.0,1.7,3.25,4.6,1.65,3.4,4.2,1.62,3.5,4.5,1.7,3.3,4.33,1.7,3.3,4.5,2008,2009,2009,Belgium,Belgium Jupiler League,Sporting Lokeren,KSV Roeselare,Home
