id,team_api_id,date,buildUpPlaySpeed,buildUpPlaySpeedClass,buildUpPlayPassing,buildUpPlayPassingClass,buildUpPlayPositioningClass,chanceCreationPassing,chanceCreationPassingClass,chanceCreationCrossing,chanceCreationCrossingClass,chanceCreationShooting,chanceCreationShootingClass,chanceCreationPositioningClass,defencePressure,defencePressureClass,defenceAggression,defenceAggressionClass,defenceTeamWidth,defenceTeamWidthClass,defenceDefenderLineClass,year,team_long_name,team_short_name
16,8564,2010-02-22,45,Balanced,30,Short,Free Form,55,Normal,45,Normal,70,Lots,Free Form,30,Deep,35,Press,60,Normal,Offside Trap,2010,Milan,ACM
17,8564,2011-02-22,65,Balanced,50,Mixed,Organised,50,Normal,60,Normal,50,Normal,Free Form,50,Medium,50,Press,50,Normal,Offside Trap,2011,Milan,ACM
18,8564,2012-02-22,45,Balanced,50,Mixed,Organised,65,Normal,20,Little,50,Normal,Free Form,45,Medium,45,Press,50,Normal,Cover,2012,Milan,ACM
19,8564,2013-09-20,48,Balanced,54,Mixed,Organised,51,Normal,53,Normal,64,Normal,Free Form,48,Medium,49,Press,53,Normal,Cover,2013,Milan,ACM
20,8564,2014-09-19,48,Balanced,52,Mixed,Organised,66,Normal,36,Normal,75,Lots,Organised,58,Medium,57,Press,49,Normal,Cover,2014,Milan,ACM
21,8564,2015-09-10,48,Balanced,52,Mixed,Organised,66,Normal,36,Normal,69,Lots,Organised,58,Medium,57,Press,49,Normal,Cover,2015,Milan,ACM
22,10215,2010-02-22,30,Slow,30,Short,Organised,50,Normal,60,Normal,55,Normal,Organised,30,Deep,30,Contain,30,Narrow,Offside Trap,2010,Académica de Coimbra,ACA
23,10215,2011-02-22,30,Slow,50,Mixed,Organised,50,Normal,50,Normal,55,Normal,Organised,30,Deep,45,Press,65,Normal,Cover,2011,Académica de Coimbra,ACA
24,10215,2012-02-22,45,Balanced,44,Mixed,Organised,55,Normal,57,Normal,60,Normal,Organised,52,Medium,38,Press,61,Normal,Cover,2012,Académica de Coimbra,ACA
25,10215,2013-09-20,45,Balanced,44,Mixed,Organised,55,Normal,57,Normal,60,Normal,Organised,52,Medium,38,Press,61,Normal,Cover,2013,Académica de Coimbra,ACA
26,10215,2014-09-19,52,Balanced,44,Mixed,Organised,55,Normal,51,Normal,60,Normal,Organised,39,Medium,38,Press,61,Normal,Cover,2014,Académica de Coimbra,ACA
27,10215,2015-09-10,53,Balanced,44,Mixed,Organised,55,Normal,51,Normal,60,Normal,Organised,39,Medium,38,Press,61,Normal,Cover,2015,Académica de Coimbra,ACA
28,10217,2010-02-22,30,Slow,35,Mixed,Organised,30,Safe,50,Normal,65,Normal,Organised,30,Deep,30,Contain,30,Narrow,Cover,2010,ADO Den Haag,HAA
29,10217,2011-02-22,53,Balanced,53,Mixed,Organised,48,Normal,67,Lots,66,Normal,Organised,46,Medium,62,Press,65,Normal,Cover,2011,ADO Den Haag,HAA
30,10217,2012-02-22,38,Balanced,44,Mixed,Organised,55,Normal,60,Normal,44,Normal,Organised,50,Medium,58,Press,62,Normal,Cover,2012,ADO Den Haag,HAA
31,10217,2013-09-20,38,Balanced,47,Mixed,Organised,55,Normal,55,Normal,44,Normal,Organised,50,Medium,58,Press,52,Normal,Cover,2013,ADO Den Haag,HAA
32,10217,2014-09-19,58,Balanced,55,Mixed,Organised,55,Normal,52,Normal,44,Normal,Organised,57,Medium,50,Press,52,Normal,Cover,2014,ADO Den Haag,HAA
33,10217,2015-09-10,56,Balanced,66,Mixed,Organised,55,Normal,52,Normal,38,Normal,Organised,40,Medium,50,Press,52,Normal,Cover,2015,ADO Den Haag,HAA
34,8593,2010-02-22,30,Slow,30,Short,Free Form,50,Normal,60,Normal,70,Lots,Organised,30,Deep,30,Contain,30,Narrow,Cover,2010,Ajax,AJA
35,8593,2011-02-22,40,Balanced,38,Mixed,Free Form,67,Risky,65,Normal,67,Lots,Organised,65,Medium,57,Press,63,Normal,Cover,2011,Ajax,AJA
36,8593,2012-02-22,31,Slow,33,Short,Organised,39,Normal,64,Normal,46,Normal,Free Form,68,High,65,Press,60,Normal,Cover,2012,Ajax,AJA
37,8593,2013-09-20,35,Balanced,33,Short,Free Form,39,Normal,52,Normal,46,Normal,Free Form,68,High,65,Press,50,Normal,Cover,2013,Ajax,AJA
38,8593,2014-09-19,40,Balanced,30,Short,Organised,51,Normal,55,Normal,39,Normal,Free Form,64,Medium,53,Press,64,Normal,Cover,2014,Ajax,AJA
39,8593,2015-09-10,35,Balanced,39,Mixed,Organised,58,Normal,55,Normal,30,Little,Free Form,64,Medium,53,Press,59,Normal,Cover,2015,Ajax,AJA
40,9865,2010-02-22,65,Balanced,45,Mixed,Organised,45,Normal,45,Normal,70,Lots,Organised,70,High,65,Press,30,Narrow,Cover,2010,UD Almería,ALM
41,9865,2011-02-22,55,Balanced,53,Mixed,Organised,57,Normal,54,Normal,69,Lots,Organised,58,Medium,68,Double,67,Wide,Cover,2011,UD Almería,ALM
42,9865,2012-02-22,42,Balanced,70,Long,Organised,57,Normal,54,Normal,40,Normal,Organised,37,Medium,53,Press,45,Normal,Cover,2012,UD Almería,ALM
43,9865,2013-09-20,46,Balanced,65,Mixed,Organised,57,Normal,54,Normal,40,Normal,Organised,37,Medium,53,Press,45,Normal,Cover,2013,UD Almería,ALM
44,9865,2014-09-19,46,Balanced,65,Mixed,Organised,57,Normal,54,Normal,40,Normal,Organised,37,Medium,53,Press,45,Normal,Cover,2014,UD Almería,ALM
45,9865,2015-09-10,46,Balanced,65,Mixed,Organised,57,Normal,54,Normal,40,Normal,Organised,37,Medium,53,Press,45,Normal,Cover,2015,UD Almería,ALM
46,8635,2010-02-22,50,Balanced,35,Mixed,Organised,70,Risky,50,Normal,60,Normal,Organised,70,High,50,Press,70,Wide,Cover,2010,RSC Anderlecht,AND
47,8635,2011-02-22,50,Balanced,52,Mixed,Free Form,70,Risky,50,Normal,60,Normal,Organised,70,High,50,Press,70,Wide,Offside Trap,2011,RSC Anderlecht,AND
48,8635,2012-02-22,52,Balanced,41,Mixed,Organised,53,Normal,57,Normal,47,Normal,Organised,45,Medium,43,Press,52,Normal,Cover,2012,RSC Anderlecht,AND
49,8635,2013-09-20,52,Balanced,41,Mixed,Organised,68,Risky,67,Lots,47,Normal,Organised,60,Medium,43,Press,65,Normal,Cover,2013,RSC Anderlecht,AND
50,8635,2014-09-19,52,Balanced,51,Mixed,Organised,60,Normal,53,Normal,47,Normal,Organised,60,Medium,50,Press,65,Normal,Cover,2014,RSC Anderlecht,AND
51,8635,2015-09-10,52,Balanced,51,Mixed,Organised,60,Normal,53,Normal,47,Normal,Organised,53,Medium,50,Press,61,Normal,Cover,2015,RSC Anderlecht,AND
52,8121,2010-02-22,45,Balanced,35,Mixed,Organised,35,Normal,50,Normal,60,Normal,Organised,30,Deep,55,Press,30,Narrow,Offside Trap,2010,Angers SCO,ANG
53,8121,2011-02-22,65,Balanced,50,Mixed,Organised,50,Normal,65,Normal,65,Normal,Organised,45,Medium,45,Press,50,Normal,Cover,2011,Angers SCO,ANG
54,8121,2012-02-22,50,Balanced,50,Mixed,Organised,52,Normal,52,Normal,48,Normal,Organised,44,Medium,44,Press,51,Normal,Cover,2012,Angers SCO,ANG
55,8121,2013-09-20,50,Balanced,50,Mixed,Organised,52,Normal,52,Normal,48,Normal,Organised,44,Medium,44,Press,51,Normal,Cover,2013,Angers SCO,ANG
56,8121,2014-09-19,48,Balanced,50,Mixed,Organised,40,Normal,52,Normal,48,Normal,Organised,44,Medium,44,Press,51,Normal,Cover,2014,Angers SCO,ANG
57,8121,2015-09-10,48,Balanced,50,Mixed,Organised,40,Normal,52,Normal,48,Normal,Organised,44,Medium,44,Press,51,Normal,Cover,2015,Angers SCO,ANG
58,8322,2010-02-22,30,Slow,45,Mixed,Organised,45,Normal,35,Normal,70,Lots,Organised,65,Medium,70,Double,70,Wide,Cover,2010,Arka Gdynia,ARK
59,8322,2011-02-22,46,Balanced,37,Mixed,Organised,33,Safe,62,Normal,52,Normal,Organised,47,Medium,48,Press,45,Normal,Cover,2011,Arka Gdynia,ARK
60,108893,2010-02-22,50,Balanced,65,Mixed,Organised,30,Safe,35,Normal,30,Little,Organised,30,Deep,50,Press,35,Normal,Cover,2010,AC Arles-Avignon,ARL
61,108893,2011-02-22,50,Balanced,65,Mixed,Organised,35,Normal,35,Normal,35,Normal,Organised,25,Deep,45,Press,35,Normal,Cover,2011,AC Arles-Avignon,ARL
62,108893,2012-02-22,23,Slow,33,Short,Organised,49,Normal,40,Normal,43,Normal,Organised,44,Medium,32,Contain,36,Normal,Cover,2012,AC Arles-Avignon,ARL
63,108893,2013-09-20,41,Balanced,48,Mixed,Organised,58,Normal,40,Normal,43,Normal,Organised,39,Medium,43,Press,58,Normal,Cover,2013,AC Arles-Avignon,ARL
64,108893,2014-09-19,39,Balanced,54,Mixed,Organised,49,Normal,40,Normal,43,Normal,Organised,44,Medium,53,Press,57,Normal,Cover,2014,AC Arles-Avignon,ARL
65,108893,2015-09-10,56,Balanced,54,Mixed,Organised,55,Normal,40,Normal,43,Normal,Organised,48,Medium,53,Press,57,Normal,Cover,2015,AC Arles-Avignon,ARL
66,9912,2010-02-22,40,Balanced,65,Mixed,Organised,45,Normal,70,Lots,50,Normal,Organised,45,Medium,40,Press,50,Normal,Cover,2010,DSC Arminia Bielefeld,BIE
67,9912,2011-02-22,46,Balanced,58,Mixed,Organised,45,Normal,33,Little,42,Normal,Organised,38,Medium,48,Press,50,Normal,Cover,2011,DSC Arminia Bielefeld,BIE
68,9912,2014-09-19,62,Balanced,55,Mixed,Organised,56,Normal,51,Normal,52,Normal,Organised,36,Medium,54,Press,48,Normal,Cover,2014,DSC Arminia Bielefeld,BIE
69,158085,2014-09-19,69,Fast,39,Mixed,Organised,55,Normal,59,Normal,46,Normal,Organised,35,Medium,37,Press,37,Normal,Cover,2014,FC Arouca,ARO
70,158085,2015-09-10,65,Balanced,39,Mixed,Organised,55,Normal,59,Normal,46,Normal,Organised,37,Medium,39,Press,37,Normal,Cover,2015,FC Arouca,ARO
71,9825,2010-02-22,66,Balanced,30,Short,Free Form,30,Safe,45,Normal,35,Normal,Free Form,30,Deep,40,Press,50,Normal,Cover,2010,Arsenal,ARS
72,9825,2011-02-22,75,Fast,40,Mixed,Free Form,40,Normal,45,Normal,65,Normal,Free Form,50,Medium,40,Press,45,Normal,Cover,2011,Arsenal,ARS
73,9825,2012-02-22,25,Slow,32,Short,Organised,41,Normal,34,Normal,30,Little,Free Form,57,Medium,57,Press,52,Normal,Cover,2012,Arsenal,ARS
74,9825,2013-09-20,30,Slow,29,Short,Organised,41,Normal,55,Normal,39,Normal,Free Form,64,Medium,54,Press,52,Normal,Cover,2013,Arsenal,ARS
75,9825,2014-09-19,59,Balanced,26,Short,Organised,28,Safe,55,Normal,64,Normal,Free Form,51,Medium,44,Press,52,Normal,Cover,2014,Arsenal,ARS
76,9825,2015-09-10,59,Balanced,30,Short,Organised,28,Safe,44,Normal,46,Normal,Free Form,51,Medium,44,Press,52,Normal,Cover,2015,Arsenal,ARS
77,10252,2010-02-22,70,Fast,59,Mixed,Organised,65,Normal,70,Lots,50,Normal,Free Form,30,Deep,70,Double,30,Narrow,Cover,2010,Aston Villa,AVL
78,10252,2011-02-22,65,Balanced,50,Mixed,Organised,45,Normal,55,Normal,50,Normal,Organised,35,Medium,45,Press,65,Normal,Cover,2011,Aston Villa,AVL
79,10252,2012-02-22,67,Fast,58,Mixed,Organised,44,Normal,60,Normal,56,Normal,Organised,43,Medium,50,Press,52,Normal,Cover,2012,Aston Villa,AVL
80,10252,2013-09-20,63,Balanced,59,Mixed,Organised,52,Normal,55,Normal,34,Normal,Organised,39,Medium,41,Press,54,Normal,Cover,2013,Aston Villa,AVL
81,10252,2014-09-19,66,Balanced,72,Long,Organised,63,Normal,48,Normal,56,Normal,Organised,39,Medium,42,Press,52,Normal,Cover,2014,Aston Villa,AVL
82,10252,2015-09-10,63,Balanced,54,Mixed,Organised,60,Normal,48,Normal,38,Normal,Organised,35,Medium,44,Press,54,Normal,Cover,2015,Aston Villa,AVL
83,8524,2010-02-22,35,Balanced,40,Mixed,Organised,35,Normal,30,Little,55,Normal,Organised,30,Deep,30,Contain,55,Normal,Offside Trap,2010,Atalanta,ATA
84,8524,2011-02-22,65,Balanced,50,Mixed,Organised,50,Normal,65,Normal,55,Normal,Organised,45,Medium,55,Press,65,Normal,Cover,2011,Atalanta,ATA
85,8524,2012-02-22,40,Balanced,50,Mixed,Organised,53,Normal,47,Normal,50,Normal,Organised,55,Medium,42,Press,50,Normal,Cover,2012,Atalanta,ATA
86,8524,2013-09-20,64,Balanced,36,Mixed,Organised,38,Normal,49,Normal,51,Normal,Free Form,54,Medium,53,Press,49,Normal,Cover,2013,Atalanta,ATA
87,8524,2014-09-19,64,Balanced,37,Mixed,Organised,38,Normal,49,Normal,51,Normal,Organised,36,Medium,66,Press,49,Normal,Cover,2014,Atalanta,ATA
88,8524,2015-09-10,64,Balanced,37,Mixed,Organised,38,Normal,49,Normal,51,Normal,Organised,36,Medium,63,Press,49,Normal,Cover,2015,Atalanta,ATA
89,8315,2010-02-22,60,Balanced,45,Mixed,Organised,35,Normal,70,Lots,55,Normal,Organised,30,Deep,70,Double,35,Normal,Cover,2010,Athletic Club de Bilbao,BIL
90,8315,2011-02-22,70,Fast,69,Long,Organised,55,Normal,72,Lots,57,Normal,Organised,48,Medium,67,Double,55,Normal,Cover,2011,Athletic Club de Bilbao,BIL
91,8315,2012-02-22,42,Balanced,59,Mixed,Organised,36,Normal,78,Lots,59,Normal,Organised,37,Medium,60,Press,68,Wide,Cover,2012,Athletic Club de Bilbao,BIL
92,8315,2013-09-20,46,Balanced,38,Mixed,Organised,52,Normal,73,Lots,37,Normal,Free Form,37,Medium,60,Press,68,Wide,Cover,2013,Athletic Club de Bilbao,BIL
93,8315,2014-09-19,46,Balanced,38,Mixed,Organised,52,Normal,68,Lots,37,Normal,Organised,37,Medium,60,Press,65,Normal,Cover,2014,Athletic Club de Bilbao,BIL
94,8315,2015-09-10,46,Balanced,39,Mixed,Organised,50,Normal,60,Normal,36,Normal,Free Form,49,Medium,57,Press,50,Normal,Cover,2015,Athletic Club de Bilbao,BIL
95,9906,2010-02-22,64,Balanced,30,Short,Free Form,65,Normal,50,Normal,70,Lots,Free Form,70,High,34,Press,55,Normal,Offside Trap,2010,Atlético Madrid,AMA
96,9906,2011-02-22,57,Balanced,54,Mixed,Organised,58,Normal,69,Lots,79,Lots,Organised,58,Medium,48,Press,54,Normal,Cover,2011,Atlético Madrid,AMA
97,9906,2012-02-22,47,Balanced,51,Mixed,Organised,67,Risky,63,Normal,54,Normal,Organised,52,Medium,37,Press,55,Normal,Cover,2012,Atlético Madrid,AMA
98,9906,2013-09-20,47,Balanced,51,Mixed,Organised,70,Risky,65,Normal,54,Normal,Organised,52,Medium,37,Press,55,Normal,Cover,2013,Atlético Madrid,AMA
99,9906,2014-09-19,47,Balanced,51,Mixed,Organised,67,Risky,67,Lots,54,Normal,Organised,52,Medium,37,Press,55,Normal,Cover,2014,Atlético Madrid,AMA
100,9906,2015-09-10,57,Balanced,50,Mixed,Organised,61,Normal,62,Normal,49,Normal,Organised,49,Medium,42,Press,52,Normal,Cover,2015,Atlético Madrid,AMA
101,8406,2010-02-22,45,Balanced,45,Mixed,Organised,35,Normal,70,Lots,70,Lots,Organised,45,Medium,55,Press,45,Normal,Cover,2010,FC Augsburg,AUG
102,8406,2011-02-22,68,Fast,40,Mixed,Organised,52,Normal,64,Normal,72,Lots,Organised,59,Medium,49,Press,42,Normal,Cover,2011,FC Augsburg,AUG
103,8406,2012-02-22,55,Balanced,55,Mixed,Organised,49,Normal,57,Normal,55,Normal,Organised,47,Medium,58,Press,56,Normal,Cover,2012,FC Augsburg,AUG
104,8406,2013-09-20,40,Balanced,55,Mixed,Organised,49,Normal,72,Lots,53,Normal,Organised,33,Deep,43,Press,52,Normal,Cover,2013,FC Augsburg,AUG
105,8406,2014-09-19,62,Balanced,69,Long,Organised,41,Normal,63,Normal,56,Normal,Organised,47,Medium,55,Press,52,Normal,Cover,2014,FC Augsburg,AUG
106,8406,2015-09-10,59,Balanced,55,Mixed,Organised,49,Normal,62,Normal,55,Normal,Organised,34,Medium,50,Press,59,Normal,Cover,2015,FC Augsburg,AUG
107,8583,2010-02-22,30,Slow,70,Long,Organised,35,Normal,65,Normal,35,Normal,Organised,30,Deep,55,Press,30,Narrow,Cover,2010,AJ Auxerre,AUX
108,8583,2011-02-22,35,Balanced,65,Mixed,Organised,35,Normal,65,Normal,50,Normal,Organised,35,Medium,45,Press,65,Normal,Cover,2011,AJ Auxerre,AUX
109,8583,2012-02-22,64,Balanced,49,Mixed,Organised,51,Normal,63,Normal,50,Normal,Organised,34,Medium,45,Press,36,Normal,Cover,2012,AJ Auxerre,AUX
110,8583,2013-09-20,64,Balanced,49,Mixed,Organised,51,Normal,63,Normal,50,Normal,Organised,34,Medium,45,Press,41,Normal,Cover,2013,AJ Auxerre,AUX
111,8583,2014-09-19,64,Balanced,49,Mixed,Organised,51,Normal,63,Normal,50,Normal,Organised,34,Medium,45,Press,36,Normal,Cover,2014,AJ Auxerre,AUX
112,8583,2015-09-10,64,Balanced,49,Mixed,Organised,51,Normal,63,Normal,50,Normal,Organised,34,Medium,45,Press,40,Normal,Cover,2015,AJ Auxerre,AUX
113,10229,2010-02-22,55,Balanced,45,Mixed,Organised,40,Normal,30,Little,60,Normal,Organised,30,Deep,30,Contain,50,Normal,Cover,2010,AZ,ALK
114,10229,2011-02-22,45,Balanced,31,Short,Organised,45,Normal,74,Lots,66,Normal,Organised,60,Medium,50,Press,65,Normal,Cover,2011,AZ,ALK
115,10229,2012-02-22,46,Balanced,36,Mixed,Organised,47,Normal,48,Normal,52,Normal,Organised,60,Medium,65,Press,59,Normal,Cover,2012,AZ,ALK
116,10229,2013-09-20,62,Balanced,40,Mixed,Organised,67,Risky,48,Normal,52,Normal,Organised,50,Medium,65,Press,59,Normal,Cover,2013,AZ,ALK
117,10229,2014-09-19,52,Balanced,46,Mixed,Organised,60,Normal,56,Normal,52,Normal,Free Form,50,Medium,61,Press,55,Normal,Cover,2014,AZ,ALK
118,10229,2015-09-10,50,Balanced,58,Mixed,Organised,67,Risky,56,Normal,50,Normal,Organised,50,Medium,61,Press,55,Normal,Cover,2015,AZ,ALK
119,8634,2010-02-22,42,Balanced,30,Short,Free Form,65,Normal,40,Normal,70,Lots,Free Form,70,High,30,Contain,70,Wide,Offside Trap,2010,FC Barcelona,BAR
120,8634,2011-02-22,43,Balanced,34,Mixed,Free Form,59,Normal,25,Little,68,Lots,Free Form,67,High,43,Press,68,Wide,Cover,2011,FC Barcelona,BAR
121,8634,2012-02-22,24,Slow,25,Short,Free Form,37,Normal,24,Little,54,Normal,Free Form,66,Medium,63,Press,66,Normal,Cover,2012,FC Barcelona,BAR
122,8634,2013-09-20,35,Balanced,32,Short,Free Form,37,Normal,31,Little,35,Normal,Free Form,61,Medium,63,Press,65,Normal,Cover,2013,FC Barcelona,BAR
123,8634,2014-09-19,35,Balanced,32,Short,Free Form,37,Normal,31,Little,35,Normal,Free Form,61,Medium,63,Press,65,Normal,Cover,2014,FC Barcelona,BAR
124,8634,2015-09-10,36,Balanced,51,Mixed,Free Form,36,Normal,49,Normal,56,Normal,Free Form,61,Medium,65,Press,65,Normal,Cover,2015,FC Barcelona,BAR
125,9976,2010-02-22,30,Slow,30,Short,Free Form,30,Safe,40,Normal,65,Normal,Organised,40,Medium,30,Contain,45,Normal,Offside Trap,2010,Bari,BAR
126,9976,2011-02-22,65,Balanced,35,Mixed,Free Form,65,Normal,63,Normal,65,Normal,Organised,55,Medium,45,Press,60,Normal,Offside Trap,2011,Bari,BAR
127,9976,2012-02-22,50,Balanced,50,Mixed,Organised,50,Normal,35,Normal,50,Normal,Organised,45,Medium,45,Press,50,Normal,Cover,2012,Bari,BAR
128,9976,2013-09-20,55,Balanced,57,Mixed,Organised,54,Normal,44,Normal,60,Normal,Organised,49,Medium,51,Press,61,Normal,Cover,2013,Bari,BAR
129,9976,2014-09-19,55,Balanced,57,Mixed,Organised,54,Normal,44,Normal,56,Normal,Organised,49,Medium,51,Press,53,Normal,Cover,2014,Bari,BAR
130,9976,2015-09-10,52,Balanced,65,Mixed,Organised,40,Normal,55,Normal,48,Normal,Organised,50,Medium,51,Press,55,Normal,Cover,2015,Bari,BAR
131,9931,2010-02-22,40,Balanced,45,Mixed,Organised,50,Normal,65,Normal,50,Normal,Organised,60,Medium,60,Press,60,Normal,Cover,2010,FC Basel,BAS
132,9931,2011-02-22,46,Balanced,40,Mixed,Organised,51,Normal,54,Normal,49,Normal,Organised,38,Medium,53,Press,55,Normal,Cover,2011,FC Basel,BAS
133,9931,2012-02-22,61,Balanced,46,Mixed,Organised,66,Normal,66,Normal,54,Normal,Organised,47,Medium,58,Press,53,Normal,Cover,2012,FC Basel,BAS
134,9931,2013-09-20,61,Balanced,46,Mixed,Organised,66,Normal,66,Normal,54,Normal,Organised,47,Medium,58,Press,53,Normal,Cover,2013,FC Basel,BAS
135,9931,2014-09-19,61,Balanced,46,Mixed,Organised,66,Normal,66,Normal,54,Normal,Organised,47,Medium,58,Press,53,Normal,Cover,2014,FC Basel,BAS
136,9931,2015-09-10,61,Balanced,46,Mixed,Organised,66,Normal,66,Normal,54,Normal,Organised,47,Medium,58,Press,53,Normal,Cover,2015,FC Basel,BAS
137,8178,2010-02-22,70,Fast,30,Short,Organised,70,Risky,70,Lots,70,Lots,Organised,70,High,60,Press,70,Wide,Cover,2010,Bayer 04 Leverkusen,LEV
138,8178,2011-02-22,67,Fast,38,Mixed,Organised,51,Normal,47,Normal,55,Normal,Organised,57,Medium,39,Press,51,Normal,Cover,2011,Bayer 04 Leverkusen,LEV
139,8178,2012-02-22,58,Balanced,55,Mixed,Organised,52,Normal,55,Normal,56,Normal,Organised,50,Medium,42,Press,47,Normal,Cover,2012,Bayer 04 Leverkusen,LEV
140,8178,2013-09-20,64,Balanced,55,Mixed,Organised,52,Normal,54,Normal,37,Normal,Organised,58,Medium,38,Press,47,Normal,Cover,2013,Bayer 04 Leverkusen,LEV
141,8178,2014-09-19,69,Fast,55,Mixed,Organised,52,Normal,55,Normal,39,Normal,Organised,50,Medium,46,Press,54,Normal,Cover,2014,Bayer 04 Leverkusen,LEV
142,8178,2015-09-10,73,Fast,55,Mixed,Organised,77,Risky,54,Normal,61,Normal,Organised,61,Medium,72,Double,50,Normal,Cover,2015,Bayer 04 Leverkusen,LEV
143,9823,2010-02-22,65,Balanced,40,Mixed,Free Form,65,Normal,70,Lots,70,Lots,Free Form,70,High,40,Press,65,Normal,Cover,2010,FC Bayern Munich,BMU
144,9823,2011-02-22,42,Balanced,40,Mixed,Organised,34,Normal,30,Little,72,Lots,Free Form,39,Medium,52,Press,65,Normal,Cover,2011,FC Bayern Munich,BMU
145,9823,2012-02-22,47,Balanced,40,Mixed,Organised,34,Normal,31,Little,55,Normal,Organised,49,Medium,35,Press,50,Normal,Cover,2012,FC Bayern Munich,BMU
146,9823,2013-09-20,56,Balanced,41,Mixed,Organised,40,Normal,44,Normal,39,Normal,Organised,52,Medium,54,Press,52,Normal,Cover,2013,FC Bayern Munich,BMU
147,9823,2014-09-19,37,Balanced,22,Short,Free Form,21,Safe,38,Normal,40,Normal,Free Form,61,Medium,59,Press,40,Normal,Cover,2014,FC Bayern Munich,BMU
148,9823,2015-09-10,45,Balanced,28,Short,Free Form,37,Normal,31,Little,22,Little,Free Form,72,High,53,Press,59,Normal,Cover,2015,FC Bayern Munich,BMU
149,9993,2010-02-22,35,Balanced,35,Mixed,Organised,45,Normal,40,Normal,50,Normal,Organised,70,High,70,Double,70,Wide,Cover,2010,Beerschot AC,BAC
150,9993,2011-02-22,47,Balanced,37,Mixed,Organised,54,Normal,64,Normal,67,Lots,Organised,33,Deep,34,Press,48,Normal,Offside Trap,2011,Beerschot AC,BAC
151,9993,2012-02-22,55,Balanced,55,Mixed,Organised,47,Normal,46,Normal,49,Normal,Organised,45,Medium,46,Press,50,Normal,Cover,2012,Beerschot AC,BAC
152,9993,2013-09-20,47,Balanced,39,Mixed,Organised,38,Normal,64,Normal,49,Normal,Organised,45,Medium,46,Press,67,Wide,Cover,2013,Beerschot AC,BAC
153,10211,2011-02-22,48,Balanced,46,Mixed,Free Form,50,Normal,50,Normal,57,Normal,Organised,47,Medium,55,Press,53,Normal,Cover,2011,SC Beira Mar,B-M
